GEO_ID,NAME,P005001,P005002,P005003,P005004,P005005,P005006,P005007,P005008,P005009,P005010,P005011,P005012,P005013,P005014,P005015,P005016,P005017
id,Geographic Area Name,Total,Total!!Not Hispanic or Latino,Total!!Not Hispanic or Latino!!White alone,Total!!Not Hispanic or Latino!!Black or African American alone,Total!!Not Hispanic or Latino!!American Indian and Alaska Native alone,Total!!Not Hispanic or Latino!!Asian alone,Total!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone,Total!!Not Hispanic or Latino!!Some Other Race alone,Total!!Not Hispanic or Latino!!Two or More Races,Total!!Hispanic or Latino,Total!!Hispanic or Latino!!White alone,Total!!Hispanic or Latino!!Black or African American alone,Total!!Hispanic or Latino!!American Indian and Alaska Native alone,Total!!Hispanic or Latino!!Asian alone,Total!!Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone,Total!!Hispanic or Latino!!Some Other Race alone,Total!!Hispanic or Latino!!Two or More Races
1400000US48113016409,"Census Tract 164.09, Dallas County, Texas",3377,2476,1519,600,15,282,3,9,48,901,500,5,3,1,0,346,46
1400000US48121021515,"Census Tract 215.15, Denton County, Texas",5792,4513,3602,382,17,384,7,8,113,1279,670,13,14,1,1,538,42
1400000US48113003901,"Census Tract 39.01, Dallas County, Texas",1724,1625,16,1594,7,2,0,0,6,99,41,15,0,0,0,41,2
1400000US48113018121,"Census Tract 181.21, Dallas County, Texas",5294,2921,1565,872,31,379,0,6,68,2373,1765,14,26,6,0,461,101
1400000US48303001706,"Census Tract 17.06, Lubbock County, Texas",5251,3287,2865,234,26,77,10,11,64,1964,1108,26,18,3,0,685,124
1400000US48121021407,"Census Tract 214.07, Denton County, Texas",6413,4777,3820,547,33,245,0,7,125,1636,729,28,29,6,0,731,113
1400000US48293970200,"Census Tract 9702, Limestone County, Texas",4027,3422,2766,595,2,12,0,4,43,605,226,8,11,6,0,329,25
1400000US48135002501,"Census Tract 25.01, Ector County, Texas",3440,2055,1874,77,7,64,0,2,31,1385,1033,2,6,1,0,280,63
1400000US48219950100,"Census Tract 9501, Hockley County, Texas",1504,881,820,47,3,1,0,1,9,623,366,4,4,0,0,222,27
1400000US48451000900,"Census Tract 9, Tom Green County, Texas",2612,819,712,70,6,12,0,2,17,1793,1312,9,22,0,0,393,57
1400000US48201554501,"Census Tract 5545.01, Harris County, Texas",5287,4219,3586,359,15,191,0,7,61,1068,649,7,29,0,0,328,55
1400000US48201221000,"Census Tract 2210, Harris County, Texas",4037,889,326,528,1,7,0,11,16,3148,1840,21,35,0,1,1116,135
1400000US48453000305,"Census Tract 3.05, Travis County, Texas",3223,2797,2524,49,15,128,0,5,76,426,299,5,3,3,0,75,41
1400000US48157673600,"Census Tract 6736, Fort Bend County, Texas",6966,5953,5496,266,6,99,0,11,75,1013,696,3,13,0,0,245,56
1400000US48061013802,"Census Tract 138.02, Cameron County, Texas",3266,103,93,3,4,1,0,0,2,3163,2818,13,0,2,0,294,36
1400000US48167722001,"Census Tract 7220.01, Galveston County, Texas",5486,3961,3255,560,16,58,7,6,59,1525,1003,14,16,5,0,414,73
1400000US48259970301,"Census Tract 9703.01, Kendall County, Texas",4797,3790,3669,23,16,36,2,2,42,1007,619,3,2,2,0,326,55
1400000US48451001500,"Census Tract 15, Tom Green County, Texas",2249,1987,1567,238,17,58,8,4,95,262,176,17,0,3,2,47,17
1400000US48201533902,"Census Tract 5339.02, Harris County, Texas",4408,2086,202,1642,9,201,0,7,25,2322,1250,26,17,8,1,914,106
1400000US48039661000,"Census Tract 6610, Brazoria County, Texas",6432,3982,3751,100,9,65,0,9,48,2450,1367,2,18,3,4,987,69
1400000US48397040506,"Census Tract 405.06, Rockwall County, Texas",6592,6227,5887,131,19,106,2,2,80,365,268,1,3,2,0,56,35
1400000US48201542500,"Census Tract 5425, Harris County, Texas",2161,1925,1807,58,2,22,2,4,30,236,161,5,8,3,0,39,20
1400000US48141002300,"Census Tract 23, El Paso County, Texas",4863,360,297,30,6,1,3,4,19,4503,3769,27,33,4,2,571,97
1400000US48113019024,"Census Tract 190.24, Dallas County, Texas",4118,3544,1909,688,10,870,0,3,64,574,408,3,0,3,4,104,52
1400000US48141003701,"Census Tract 37.01, El Paso County, Texas",4417,125,106,7,0,4,2,3,3,4292,3561,14,14,5,0,616,82
1400000US48029171923,"Census Tract 1719.23, Bexar County, Texas",7442,2584,1484,732,13,167,13,8,167,4858,3739,58,36,17,1,824,183
1400000US48113019004,"Census Tract 190.04, Dallas County, Texas",6611,4249,2144,890,15,1079,0,24,97,2362,1109,21,18,8,0,1067,139
1400000US48453002105,"Census Tract 21.05, Travis County, Texas",4536,1835,1022,570,7,137,1,4,94,2701,1062,21,23,1,0,1484,110
1400000US48041001303,"Census Tract 13.03, Brazos County, Texas",5136,4228,3350,352,13,411,1,14,87,908,449,4,28,8,6,353,60
1400000US48201553100,"Census Tract 5531, Harris County, Texas",6140,4568,2628,1488,22,269,9,24,128,1572,1056,29,9,4,0,401,73
1400000US48029172006,"Census Tract 1720.06, Bexar County, Texas",6698,3440,2720,426,43,105,10,8,128,3258,2619,42,19,13,4,429,132
1400000US48003950400,"Census Tract 9504, Andrews County, Texas",2711,1392,1329,13,23,9,0,3,15,1319,787,0,12,0,0,498,22
1400000US48493000103,"Census Tract 1.03, Wilson County, Texas",2919,2421,2344,13,7,6,0,7,44,498,405,5,5,1,0,61,21
1400000US48461950200,"Census Tract 9502, Upton County, Texas",2229,972,902,35,14,0,0,4,17,1257,691,10,22,0,0,490,44
1400000US48471790103,"Census Tract 7901.03, Walker County, Texas",5547,4726,3809,832,17,18,0,3,47,821,445,18,17,1,0,294,46
1400000US48141010207,"Census Tract 102.07, El Paso County, Texas",4803,1565,1142,270,15,53,9,8,68,3238,2526,56,21,4,0,528,103
1400000US48209010804,"Census Tract 108.04, Hays County, Texas",8985,8210,8007,31,55,34,2,11,70,775,570,5,22,0,2,146,30
1400000US48491020110,"Census Tract 201.10, Williamson County, Texas",3468,3082,2962,56,10,23,0,2,29,386,314,0,4,1,0,49,18
1400000US48339690201,"Census Tract 6902.01, Montgomery County, Texas",9537,8495,8094,165,54,57,2,21,102,1042,611,7,7,4,0,366,47
1400000US48201250100,"Census Tract 2501, Harris County, Texas",7865,4163,1838,2024,24,164,12,13,88,3702,2046,59,47,8,10,1348,184
1400000US48029191806,"Census Tract 1918.06, Bexar County, Texas",8005,6002,5030,211,5,589,5,14,148,2003,1732,18,12,8,0,165,68
1400000US48439110809,"Census Tract 1108.09, Tarrant County, Texas",1839,1679,1530,60,3,54,5,2,25,160,128,0,0,1,0,21,10
1400000US48029191006,"Census Tract 1910.06, Bexar County, Texas",6674,659,550,53,24,2,1,5,24,6015,4509,30,52,0,0,1248,176
1400000US48439113404,"Census Tract 1134.04, Tarrant County, Texas",5612,4629,4070,319,36,71,20,1,112,983,544,14,10,0,0,361,54
1400000US48201423402,"Census Tract 4234.02, Harris County, Texas",4207,3315,157,2278,2,833,0,3,42,892,364,28,0,3,1,434,62
1400000US48381020800,"Census Tract 208, Randall County, Texas",6623,5107,4643,254,31,54,2,1,122,1516,1133,19,26,9,0,254,75
1400000US48167725000,"Census Tract 7250, Galveston County, Texas",2262,1179,860,266,8,17,1,1,26,1083,537,10,15,4,0,475,42
1400000US48011950100,"Census Tract 9501, Armstrong County, Texas",1901,1777,1725,11,13,0,0,11,17,124,49,0,2,0,0,69,4
1400000US48209010906,"Census Tract 109.06, Hays County, Texas",11434,5146,4068,740,26,94,11,32,175,6288,3698,43,60,11,6,2219,251
1400000US48201251200,"Census Tract 2512, Harris County, Texas",5584,4763,4321,223,6,128,9,7,69,821,574,3,8,24,0,165,47
1400000US48139060702,"Census Tract 607.02, Ellis County, Texas",3747,3085,2824,136,11,49,2,1,62,662,375,1,20,0,0,218,48
1400000US48029191405,"Census Tract 1914.05, Bexar County, Texas",7619,5017,4430,262,25,150,2,2,146,2602,2071,19,39,7,0,320,146
1400000US48259970100,"Census Tract 9701, Kendall County, Texas",6392,4464,4323,16,36,21,2,2,64,1928,1106,18,19,1,0,690,94
1400000US48085031004,"Census Tract 310.04, Collin County, Texas",5340,4179,3900,115,34,39,4,4,83,1161,581,4,12,8,0,492,64
1400000US48145000300,"Census Tract 3, Falls County, Texas",3708,2680,1366,1259,5,17,0,4,29,1028,387,11,20,0,0,559,51
1400000US48113020500,"Census Tract 205, Dallas County, Texas",4820,3215,148,2789,7,194,10,5,62,1605,940,40,12,1,0,556,56
1400000US48241950700,"Census Tract 9507, Jasper County, Texas",8133,7952,7761,61,40,14,2,0,74,181,86,1,7,0,0,67,20
1400000US48201433400,"Census Tract 4334, Harris County, Texas",4406,1895,469,982,3,380,0,10,51,2511,1268,62,21,4,0,728,428
1400000US48029181704,"Census Tract 1817.04, Bexar County, Texas",5523,1927,1446,187,15,184,3,27,65,3596,2650,24,29,13,9,719,152
1400000US48339690402,"Census Tract 6904.02, Montgomery County, Texas",15781,12280,11717,219,70,94,3,25,152,3501,1836,22,46,11,6,1419,161
1400000US48113014602,"Census Tract 146.02, Dallas County, Texas",4500,1198,755,224,13,158,5,4,39,3302,1761,38,37,11,4,1290,161
1400000US48355003601,"Census Tract 36.01, Nueces County, Texas",6280,2961,2713,141,21,22,4,6,54,3319,2834,16,21,5,3,369,71
1400000US48439113301,"Census Tract 1133.01, Tarrant County, Texas",3836,3284,3053,75,19,55,9,2,71,552,302,1,0,1,0,207,41
1400000US48439110905,"Census Tract 1109.05, Tarrant County, Texas",4336,3868,3563,151,22,68,0,0,64,468,296,5,10,0,1,132,24
1400000US48135001300,"Census Tract 13, Ector County, Texas",5160,2205,1953,161,16,34,1,3,37,2955,1819,13,20,2,0,1025,76
1400000US48361020900,"Census Tract 209, Orange County, Texas",3362,3188,1433,1624,14,59,1,1,56,174,90,3,0,0,0,70,11
1400000US48491020203,"Census Tract 202.03, Williamson County, Texas",2838,2767,2731,4,14,13,1,0,4,71,60,0,0,0,0,10,1
1400000US48201321100,"Census Tract 3211, Harris County, Texas",7397,2656,1286,795,16,474,10,17,58,4741,2894,46,50,12,3,1463,273
1400000US48113020700,"Census Tract 207, Dallas County, Texas",5022,3840,3130,361,10,248,0,7,84,1182,800,16,15,2,1,303,45
1400000US48201233703,"Census Tract 2337.03, Harris County, Texas",2656,428,394,16,7,0,0,4,7,2228,1384,9,23,0,0,726,86
1400000US48091310401,"Census Tract 3104.01, Comal County, Texas",5626,1530,1379,87,14,12,0,6,32,4096,3086,20,27,1,0,849,113
1400000US48439105203,"Census Tract 1052.03, Tarrant County, Texas",2202,1664,1443,132,7,34,2,6,40,538,315,2,9,1,0,183,28
1400000US48067950500,"Census Tract 9505, Cass County, Texas",2822,2762,2581,145,13,2,0,0,21,60,39,0,1,0,0,18,2
1400000US48113004500,"Census Tract 45, Dallas County, Texas",6008,1092,906,110,26,10,0,7,33,4916,3226,28,51,3,0,1430,178
1400000US48075950100,"Census Tract 9501, Childress County, Texas",2101,1456,1004,434,2,7,0,7,2,645,613,2,1,0,0,20,9
1400000US48141010332,"Census Tract 103.32, El Paso County, Texas",8500,711,500,171,7,7,6,1,19,7789,6319,46,28,2,0,1229,165
1400000US48343950300,"Census Tract 9503, Morris County, Texas",2555,2238,1434,743,12,4,0,0,45,317,138,3,8,0,0,155,13
1400000US48201522500,"Census Tract 5225, Harris County, Texas",4461,4126,3798,35,7,229,0,9,48,335,281,0,1,3,0,34,16
1400000US48113016618,"Census Tract 166.18, Dallas County, Texas",4518,4099,1172,2811,14,42,6,2,52,419,243,16,11,0,0,127,22
1400000US48309003703,"Census Tract 37.03, McLennan County, Texas",4968,4323,4040,176,20,26,0,0,61,645,380,5,9,0,0,216,35
1400000US48439105403,"Census Tract 1054.03, Tarrant County, Texas",5973,5528,4976,198,14,253,2,2,83,445,289,5,7,7,0,103,34
1400000US48201250401,"Census Tract 2504.01, Harris County, Texas",12134,9245,6583,1936,27,385,47,35,232,2889,1691,62,29,9,12,922,164
1400000US48439113808,"Census Tract 1138.08, Tarrant County, Texas",6349,5276,4578,266,47,241,19,2,123,1073,642,11,17,3,0,326,74
1400000US48201540200,"Census Tract 5402, Harris County, Texas",2654,1057,596,170,5,260,5,3,18,1597,884,7,16,1,0,635,54
1400000US48113013004,"Census Tract 130.04, Dallas County, Texas",6069,5648,5236,261,17,76,2,1,55,421,284,7,7,2,1,94,26
1400000US48157671100,"Census Tract 6711, Fort Bend County, Texas",8174,4788,1208,2823,17,635,0,29,76,3386,1898,49,25,4,1,1313,96
1400000US48201311600,"Census Tract 3116, Harris County, Texas",4103,306,83,190,1,12,0,5,15,3797,2533,23,28,0,1,1032,180
1400000US48303000100,"Census Tract 1, Lubbock County, Texas",2628,939,774,114,18,9,0,2,22,1689,1075,9,8,0,0,529,68
1400000US48157672900,"Census Tract 6729, Fort Bend County, Texas",28537,21310,6993,7972,48,5666,2,61,568,7227,4434,211,64,60,0,2021,437
1400000US48455950100,"Census Tract 9501, Trinity County, Texas",2532,2445,2226,172,13,3,0,8,23,87,43,0,4,0,0,30,10
1400000US48309002302,"Census Tract 23.02, McLennan County, Texas",4919,3678,2093,1393,11,73,5,5,98,1241,400,32,22,2,4,690,91
1400000US48453000306,"Census Tract 3.06, Travis County, Texas",2697,1850,1409,199,0,190,0,3,49,847,516,8,23,7,4,264,25
1400000US48121020700,"Census Tract 207, Denton County, Texas",3266,2842,2097,205,14,445,5,14,62,424,261,5,3,7,0,127,21
1400000US48305950400,"Census Tract 9504, Lynn County, Texas",1917,1176,1161,3,6,0,0,0,6,741,455,1,19,0,0,246,20
1400000US48113017702,"Census Tract 177.02, Dallas County, Texas",7804,5852,3119,1874,38,643,12,20,146,1952,1098,22,16,9,5,727,75
1400000US48215021600,"Census Tract 216, Hidalgo County, Texas",3595,69,63,4,0,1,0,1,0,3526,2870,10,24,0,0,595,27
1400000US48085031656,"Census Tract 316.56, Collin County, Texas",2535,2257,1496,284,7,393,0,7,70,278,200,7,1,0,0,58,12
1400000US48439111313,"Census Tract 1113.13, Tarrant County, Texas",5826,5142,3699,1043,26,236,1,8,129,684,429,10,8,9,0,179,49
1400000US48201222700,"Census Tract 2227, Harris County, Texas",5175,3950,359,3538,1,18,1,2,31,1225,626,19,22,6,0,506,46
1400000US48201421800,"Census Tract 4218, Harris County, Texas",5005,4034,2276,1159,12,457,0,13,117,971,542,13,4,8,0,340,64
1400000US48213950903,"Census Tract 9509.03, Henderson County, Texas",2311,2175,2074,71,9,5,1,1,14,136,68,2,1,0,0,61,4
1400000US48113010805,"Census Tract 108.05, Dallas County, Texas",5706,1725,251,1395,9,31,0,19,20,3981,2022,37,43,4,0,1702,173
1400000US48029121402,"Census Tract 1214.02, Bexar County, Texas",5584,2131,784,1025,18,171,27,3,103,3453,2108,126,68,10,3,962,176
1400000US48085031627,"Census Tract 316.27, Collin County, Texas",4763,4090,3447,266,33,245,3,3,93,673,361,5,5,1,4,270,27
1400000US48453001000,"Census Tract 10, Travis County, Texas",3656,1261,1092,82,9,36,1,6,35,2395,1335,15,38,3,1,942,61
1400000US48491020321,"Census Tract 203.21, Williamson County, Texas",1755,1320,1235,35,1,11,0,4,34,435,291,3,0,0,0,129,12
1400000US48085031637,"Census Tract 316.37, Collin County, Texas",6952,6617,4319,266,17,1855,4,13,143,335,249,4,1,0,0,65,16
1400000US48201221400,"Census Tract 2214, Harris County, Texas",6137,667,468,161,4,9,0,6,19,5470,3219,29,54,0,4,1921,243
1400000US48201311800,"Census Tract 3118, Harris County, Texas",4542,272,201,39,8,11,0,9,4,4270,2455,25,40,5,0,1587,158
1400000US48141010328,"Census Tract 103.28, El Paso County, Texas",3825,647,482,64,2,76,2,2,19,3178,2720,17,15,3,3,362,58
1400000US48451000400,"Census Tract 4, Tom Green County, Texas",5897,1780,1416,220,19,15,0,12,98,4117,2796,36,49,1,0,1097,138
1400000US48209010905,"Census Tract 109.05, Hays County, Texas",5639,3343,2996,204,18,40,0,6,79,2296,1581,4,14,6,0,580,111
1400000US48381021704,"Census Tract 217.04, Randall County, Texas",6988,6431,6224,38,37,63,1,5,63,557,364,3,1,6,0,139,44
1400000US48209010303,"Census Tract 103.03, Hays County, Texas",6569,3907,3381,355,14,63,3,10,81,2662,1678,41,40,6,1,796,100
1400000US48157671001,"Census Tract 6710.01, Fort Bend County, Texas",5412,4828,3420,1137,8,168,6,16,73,584,415,9,11,1,3,98,47
1400000US48201520601,"Census Tract 5206.01, Harris County, Texas",2484,524,275,33,3,204,0,4,5,1960,1266,14,28,0,0,552,100
1400000US48085031508,"Census Tract 315.08, Collin County, Texas",5626,4938,3807,485,36,492,3,12,103,688,443,18,1,1,0,188,37
1400000US48303001602,"Census Tract 16.02, Lubbock County, Texas",3126,2166,1935,149,18,33,1,5,25,960,648,8,12,0,1,271,20
1400000US48453001200,"Census Tract 12, Travis County, Texas",3836,3476,3005,61,13,299,4,14,80,360,257,3,3,8,0,66,23
1400000US48113018126,"Census Tract 181.26, Dallas County, Texas",6536,4105,2671,1192,34,125,5,10,68,2431,1432,17,44,1,0,810,127
1400000US48303010511,"Census Tract 105.11, Lubbock County, Texas",3869,2832,2568,100,16,106,2,1,39,1037,628,11,22,0,0,336,40
1400000US48297950200,"Census Tract 9502, Live Oak County, Texas",2169,1033,998,12,6,6,0,0,11,1136,980,7,4,1,0,129,15
1400000US48001950401,"Census Tract 9504.01, Anderson County, Texas",5422,4098,1802,2263,5,21,0,0,7,1324,23,3,0,0,0,1295,3
1400000US48373210101,"Census Tract 2101.01, Polk County, Texas",4626,4186,4011,85,26,13,2,6,43,440,169,0,4,0,0,239,28
1400000US48181000901,"Census Tract 9.01, Grayson County, Texas",3591,3409,3019,217,67,34,1,8,63,182,99,2,7,0,0,51,23
1400000US48491020325,"Census Tract 203.25, Williamson County, Texas",2944,1847,1470,213,8,94,3,1,58,1097,576,19,18,0,0,417,67
1400000US48141010218,"Census Tract 102.18, El Paso County, Texas",2781,796,686,51,4,21,1,1,32,1985,1737,12,3,2,0,184,47
1400000US48399950600,"Census Tract 9506, Runnels County, Texas",4802,3267,3099,95,22,10,0,4,37,1535,942,11,19,1,3,518,41
1400000US48201331602,"Census Tract 3316.02, Harris County, Texas",2340,2002,66,1898,3,5,0,1,29,338,188,13,3,1,1,121,11
1400000US48491020111,"Census Tract 201.11, Williamson County, Texas",2878,2474,2381,32,14,21,0,5,21,404,247,2,18,0,0,112,25
1400000US48113006200,"Census Tract 62, Dallas County, Texas",5940,2507,569,1871,11,24,0,0,32,3433,2035,35,8,1,0,1205,149
1400000US48029121813,"Census Tract 1218.13, Bexar County, Texas",1637,1073,929,95,3,19,8,0,19,564,454,4,0,0,0,81,25
1400000US48505950400,"Census Tract 9504, Zapata County, Texas",5610,434,401,1,12,9,0,6,5,5176,4863,4,18,3,0,244,44
1400000US48471790800,"Census Tract 7908, Walker County, Texas",5944,5108,3577,1196,24,164,5,11,131,836,454,19,12,3,1,277,70
1400000US48439106102,"Census Tract 1061.02, Tarrant County, Texas",3671,2059,833,1174,9,12,0,0,31,1612,610,31,21,0,2,878,70
1400000US48453002425,"Census Tract 24.25, Travis County, Texas",2798,1486,1083,159,11,194,3,2,34,1312,875,12,22,1,0,336,66
1400000US48073950100,"Census Tract 9501, Cherokee County, Texas",4443,3080,2716,293,14,7,0,1,49,1363,934,9,28,5,0,360,27
1400000US48201241300,"Census Tract 2413, Harris County, Texas",10947,8360,5103,2329,31,712,10,26,149,2587,1614,56,7,6,6,752,146
1400000US48453000206,"Census Tract 2.06, Travis County, Texas",2687,2398,2183,79,10,63,3,0,60,289,217,5,3,0,0,51,13
1400000US48127950200,"Census Tract 9502, Dimmit County, Texas",7715,1096,956,67,5,50,0,8,10,6619,5833,16,20,4,0,638,108
1400000US48201450300,"Census Tract 4503, Harris County, Texas",7024,5045,2732,1349,24,724,2,16,198,1979,1082,45,19,5,0,711,117
1400000US48329010104,"Census Tract 101.04, Midland County, Texas",6978,5371,4761,246,23,237,2,8,94,1607,980,24,28,4,0,501,70
1400000US48251130303,"Census Tract 1303.03, Johnson County, Texas",4091,2964,2353,156,26,42,293,29,65,1127,594,18,11,3,0,450,51
1400000US48103950100,"Census Tract 9501, Crane County, Texas",4375,1966,1761,122,34,13,0,10,26,2409,1482,3,10,3,0,837,74
1400000US48201320602,"Census Tract 3206.02, Harris County, Texas",4537,484,263,170,1,35,0,1,14,4053,2312,15,32,2,0,1570,122
1400000US48291701400,"Census Tract 7014, Liberty County, Texas",7112,5689,3708,1786,17,16,2,52,108,1423,565,20,6,0,0,778,54
1400000US48021950801,"Census Tract 9508.01, Bastrop County, Texas",6520,2626,2310,161,27,21,1,21,85,3894,1769,31,77,1,0,1917,99
1400000US48029191102,"Census Tract 1911.02, Bexar County, Texas",2488,1434,1341,28,3,46,0,3,13,1054,884,4,4,0,0,134,28
1400000US48201231200,"Census Tract 2312, Harris County, Texas",6698,4910,146,4712,12,8,0,3,29,1788,798,52,17,0,0,887,34
1400000US48201420600,"Census Tract 4206, Harris County, Texas",2232,1577,1212,218,1,103,0,2,41,655,369,3,18,9,0,219,37
1400000US48201522401,"Census Tract 5224.01, Harris County, Texas",5259,2528,2110,129,11,183,4,29,62,2731,1841,41,36,1,6,674,132
1400000US48439113624,"Census Tract 1136.24, Tarrant County, Texas",4201,3719,3276,163,15,181,1,7,76,482,302,9,1,0,0,132,38
1400000US48439111312,"Census Tract 1113.12, Tarrant County, Texas",3440,3249,2962,141,2,104,1,3,36,191,146,3,0,2,0,29,11
1400000US48055960500,"Census Tract 9605, Caldwell County, Texas",7602,3697,2978,379,22,204,2,24,88,3905,2662,24,40,1,0,1070,108
1400000US48085031631,"Census Tract 316.31, Collin County, Texas",4440,3748,2450,584,19,540,7,5,143,692,346,17,13,3,0,222,91
1400000US48001950402,"Census Tract 9504.02, Anderson County, Texas",7535,5798,2512,3243,6,11,0,5,21,1737,79,5,4,2,0,1647,0
1400000US48453001901,"Census Tract 19.01, Travis County, Texas",5207,4566,4275,76,13,85,1,16,100,641,463,9,9,2,1,113,44
1400000US48167723800,"Census Tract 7238, Galveston County, Texas",4098,3668,3261,281,17,49,3,5,52,430,336,5,9,0,0,54,26
1400000US48201421500,"Census Tract 4215, Harris County, Texas",6484,2712,836,1232,9,553,0,13,69,3772,2142,45,49,3,2,1245,286
1400000US48201455300,"Census Tract 4553, Harris County, Texas",3290,2404,1513,547,9,254,1,5,75,886,617,24,0,5,5,193,42
1400000US48201343301,"Census Tract 3433.01, Harris County, Texas",4452,2999,2767,100,20,54,3,6,49,1453,853,14,6,1,1,529,49
1400000US48347950400,"Census Tract 9504, Nacogdoches County, Texas",7442,6926,6055,626,34,123,0,4,84,516,290,7,2,1,0,197,19
1400000US48113000201,"Census Tract 2.01, Dallas County, Texas",2875,2625,2485,28,14,67,1,5,25,250,201,0,5,1,0,33,10
1400000US48485011000,"Census Tract 110, Wichita County, Texas",2480,1679,1342,207,30,43,5,6,46,801,448,20,8,0,0,279,46
1400000US48089750200,"Census Tract 7502, Colorado County, Texas",2162,1691,1418,251,3,1,2,0,16,471,323,1,0,1,0,138,8
1400000US48027023500,"Census Tract 235, Bell County, Texas",2155,1316,587,537,12,47,35,4,94,839,262,28,24,7,0,477,41
1400000US48201454200,"Census Tract 4542, Harris County, Texas",3966,1870,685,879,9,237,5,16,39,2096,1131,23,33,8,1,825,75
1400000US48201454000,"Census Tract 4540, Harris County, Texas",5041,3262,582,1503,3,1048,3,22,101,1779,870,72,11,11,0,694,121
1400000US48113013617,"Census Tract 136.17, Dallas County, Texas",2724,2488,2161,93,4,176,5,8,41,236,178,3,0,3,0,42,10
1400000US48505950301,"Census Tract 9503.01, Zapata County, Texas",4384,89,72,7,2,6,0,0,2,4295,4053,1,7,0,0,228,6
1400000US48381021605,"Census Tract 216.05, Randall County, Texas",1955,1743,1633,22,13,50,1,2,22,212,140,2,1,0,1,57,11
1400000US48291701200,"Census Tract 7012, Liberty County, Texas",6089,5184,4339,723,10,36,1,7,68,905,323,8,2,0,0,526,46
1400000US48015760501,"Census Tract 7605.01, Austin County, Texas",4184,3734,3389,268,19,5,0,1,52,450,252,5,0,0,0,173,20
1400000US48055960101,"Census Tract 9601.01, Caldwell County, Texas",5626,2637,2289,228,17,33,2,7,61,2989,2013,16,58,5,1,814,82
1400000US48339693800,"Census Tract 6938, Montgomery County, Texas",3728,2465,1910,396,11,87,1,10,50,1263,720,9,5,7,1,467,54
1400000US48029180901,"Census Tract 1809.01, Bexar County, Texas",5181,1340,1183,68,16,32,3,5,33,3841,2995,16,39,7,2,673,109
1400000US48481740100,"Census Tract 7401, Wharton County, Texas",5812,4506,3407,1039,4,11,0,6,39,1306,801,10,15,0,0,421,59
1400000US48453001718,"Census Tract 17.18, Travis County, Texas",5442,4972,4233,67,10,560,0,6,96,470,331,11,5,4,0,80,39
1400000US48189950800,"Census Tract 9508, Hale County, Texas",1430,593,565,24,1,0,0,0,3,837,474,7,17,2,0,310,27
1400000US48085031505,"Census Tract 315.05, Collin County, Texas",8096,7502,5224,350,18,1713,8,12,177,594,414,5,3,7,0,117,48
1400000US48085031628,"Census Tract 316.28, Collin County, Texas",3637,3030,2566,246,18,124,0,6,70,607,347,7,6,2,0,211,34
1400000US48061013700,"Census Tract 137, Cameron County, Texas",3923,135,125,5,1,4,0,0,0,3788,3333,25,10,1,0,383,36
1400000US48201412300,"Census Tract 4123, Harris County, Texas",6527,6116,5396,29,9,526,0,12,144,411,354,0,0,10,0,30,17
1400000US48027021500,"Census Tract 215, Bell County, Texas",6538,4553,3644,709,29,53,5,1,112,1985,980,19,33,3,6,855,89
1400000US48271950100,"Census Tract 9501, Kinney County, Texas",3598,1594,1496,39,19,10,0,6,24,2004,1691,14,7,0,0,242,50
1400000US48113009610,"Census Tract 96.10, Dallas County, Texas",5068,313,74,186,1,35,0,6,11,4755,3274,28,61,7,1,1225,159
1400000US48073950802,"Census Tract 9508.02, Cherokee County, Texas",4049,3563,3136,338,14,4,1,1,69,486,202,4,30,1,0,232,17
1400000US48453001712,"Census Tract 17.12, Travis County, Texas",4008,2779,2511,120,15,70,7,10,46,1229,609,14,20,5,5,511,65
1400000US48145000200,"Census Tract 2, Falls County, Texas",2937,2118,1725,311,25,3,3,9,42,819,251,5,13,0,0,515,35
1400000US48121020506,"Census Tract 205.06, Denton County, Texas",1888,1450,1370,16,22,15,3,0,24,438,336,0,4,0,0,80,18
1400000US48245011500,"Census Tract 115, Jefferson County, Texas",2330,2140,1962,145,4,1,0,4,24,190,96,1,0,0,0,83,10
1400000US48201342500,"Census Tract 3425, Harris County, Texas",6260,4922,4682,66,20,76,0,1,77,1338,865,5,32,5,0,353,78
1400000US48339692400,"Census Tract 6924, Montgomery County, Texas",8609,6886,5861,465,45,335,11,10,159,1723,980,17,7,10,0,612,97
1400000US48201313600,"Census Tract 3136, Harris County, Texas",4831,3595,74,3448,9,22,0,3,39,1236,491,27,21,1,2,642,52
1400000US48027021303,"Census Tract 213.03, Bell County, Texas",6153,5118,3490,1198,19,249,9,6,147,1035,674,38,16,6,4,210,87
1400000US48061013002,"Census Tract 130.02, Cameron County, Texas",4185,523,413,15,3,82,0,0,10,3662,3372,3,8,3,0,226,50
1400000US48029131601,"Census Tract 1316.01, Bexar County, Texas",2518,1670,1353,217,12,42,1,1,44,848,584,9,15,0,0,210,30
1400000US48201531100,"Census Tract 5311, Harris County, Texas",2854,1900,1765,51,12,38,2,1,31,954,618,1,16,0,0,288,31
1400000US48113008900,"Census Tract 89, Dallas County, Texas",2713,1871,25,1815,6,1,0,5,19,842,238,23,8,0,1,541,31
1400000US48139061700,"Census Tract 617, Ellis County, Texas",4552,3631,3461,104,9,8,2,9,38,921,625,7,8,1,0,265,15
